ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,
marvel,120090,Paradox (Strange) (Earth-616),\/Paradox_(Strange)_(Earth-616),Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,22,Jan-94,1994,0.0109745938,
marvel,273351,Jaine Cutter (Earth-616),\/Jaine_Cutter_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,21,Mar-94,1994,0.0104757486,
marvel,16656,Walter Destine (Earth-616),\/Walter_Destine_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,21,Jul-94,1994,0.0104757486,
marvel,34315,Vladimir Kravinoff (Earth-616),\/Vladimir_Kravinoff_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,20,Jun-94,1994,0.0099769035,
marvel,16368,George Baker (Earth-616),\/George_Baker_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,straight,Living Characters,19,Nov-94,1994,0.0094780583,
marvel,256541,Blitziana (Earth-616),\/Blitziana_(Earth-616),Secret Identity,Good Characters,White Eyes,Gold Hair,Female Characters,straight,Living Characters,17,Mar-94,1994,0.0084803679,
marvel,1663,Cathy Webster (Earth-616),\/Cathy_Webster_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,17,Sep-94,1994,0.0084803679,
marvel,16168,Semiramis (Earth-616),\/Semiramis_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,White Hair,Female Characters,straight,Living Characters,17,Jan-94,1994,0.0084803679,
marvel,321458,Emrys Killebrew (Earth-616),\/Emrys_Killebrew_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,straight,Deceased Characters,16,Aug-94,1994,0.0079815228,
marvel,43609,Blackwulf (Lucian) (Earth-616),\/Blackwulf_(Lucian)_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,White Hair,Male Characters,straight,Living Characters,15,Mar-94,1994,0.0074826776,
marvel,256542,Loga (Godpack) (Earth-616),\/Loga_(Godpack)_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,Red Hair,Male Characters,straight,Living Characters,15,Mar-94,1994,0.0074826776,
marvel,8162,Cody Fleischer (Earth-616),\/Cody_Fleischer_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,14,Jun-94,1994,0.0069838324,
marvel,39595,Amanda Chaney (Earth-616),\/Amanda_Chaney_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Deceased Characters,13,Oct-94,1994,0.0064849873,
marvel,120922,Fisher Todd (Earth-616),\/Fisher_Todd_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,13,Oct-94,1994,0.0064849873,
marvel,20953,Vincent Stevens (Earth-616),\/Vincent_Stevens_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,13,Feb-94,1994,0.0064849873,
marvel,19605,Anton Hellgate (Earth-616),\/Anton_Hellgate_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,straight,Deceased Characters,11,Apr-94,1994,0.0054872969,
marvel,529501,Julia Caputo (Earth-616),\/Julia_Caputo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,11,Aug-94,1994,0.0054872969,
marvel,256540,Bellam (Earth-616),\/Bellam_(Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Male Characters,straight,Living Characters,10,Apr-94,1994,0.0049884517,
marvel,24133,Shigeru Ezaki (Clone) (Earth-616),\/Shigeru_Ezaki_(Clone)_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,10,May-94,1994,0.0049884517,
marvel,18401,Advisor (Earth-616),\/Advisor_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,9,Apr-94,1994,0.0044896066,
marvel,19312,Carlos Cruz (Earth-616),\/Carlos_Cruz_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,9,Dec-94,1994,0.0044896066,
marvel,455453,Cartier St. Croix (Earth-616),\/Cartier_St._Croix_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,9,Dec-94,1994,0.0044896066,
marvel,95513,Foundry (Avatars) (Earth-616),\/Foundry_(Avatars)_(Earth-616),Secret Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,straight,Living Characters,9,Dec-94,1994,0.0044896066,
marvel,26731,Kateri Deseronto (Earth-616),\/Kateri_Deseronto_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,9,Aug-94,1994,0.0044896066,
marvel,22905,Talos (Earth-616),\/Talos_(Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,straight,Living Characters,9,Jun-94,1994,0.0044896066,
marvel,116829,Amberson Osborn (Earth-616),\/Amberson_Osborn_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,8,Jun-94,1994,0.0039907614,
marvel,338202,Dread (Earth-616),\/Dread_(Earth-616),Secret Identity,Bad Characters,Green Eyes,White Hair,Male Characters,straight,Deceased Characters,8,Mar-94,1994,0.0039907614,
marvel,125888,Hywell Griffin (Earth-616),\/Hywell_Griffin_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,8,Nov-94,1994,0.0039907614,
marvel,12824,James Pierce (Earth-616),\/James_Pierce_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,8,Jan-94,1994,0.0039907614,
marvel,76664,Lenz (Earth-616),\/Lenz_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,straight,Living Characters,8,Oct-94,1994,0.0039907614,
marvel,116423,Marius Boudreaux (Earth-616),\/Marius_Boudreaux_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,8,Jan-94,1994,0.0039907614,
marvel,22060,Bartholomew Gallows (Earth-616),\/Bartholomew_Gallows_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Male Characters,straight,Living Characters,7,Jun-94,1994,0.0034919162,
marvel,9821,Billy Kitson (Earth-616),\/Billy_Kitson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,7,Oct-94,1994,0.0034919162,
marvel,19594,John Carik (Earth-616),\/John_Carik_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,7,Jul-94,1994,0.0034919162,
marvel,43382,Albert Destine (Earth-616),\/Albert_Destine_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,6,Oct-94,1994,0.002993071,
marvel,35891,Aranda Charboneau (Earth-616),\/Aranda_Charboneau_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,6,Mar-94,1994,0.002993071,
marvel,640981,Beatrice McBride (Earth-616),\/Beatrice_McBride_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,6,Jun-94,1994,0.002993071,
marvel,635967,Grimm (Earth-616),\/Grimm_(Earth-616),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,6,Feb-94,1994,0.002993071,
marvel,244736,Lord Moses (Earth-616),\/Lord_Moses_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,6,Dec-94,1994,0.002993071,
marvel,403218,General Obsidian (Earth-616),\/General_Obsidian_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Male Characters,straight,Living Characters,5,Nov-94,1994,0.0024942259,
marvel,406570,Jamil (Earth-616),\/Jamil_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,Dec-94,1994,0.0024942259,
marvel,4085,Louis Dexter (Earth-616),\/Louis_Dexter_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,5,Mar-94,1994,0.0024942259,
marvel,34100,Psiphon (Earth-616),\/Psiphon_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,straight,Living Characters,5,Feb-94,1994,0.0024942259,
marvel,78692,Sea Leopard (Earth-616),\/Sea_Leopard_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Bald,Male Characters,straight,Living Characters,5,Jul-94,1994,0.0024942259,
marvel,700015,Spoiler (Earth-616),\/Spoiler_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Blond Hair,Male Characters,straight,Living Characters,5,Aug-94,1994,0.0024942259,
marvel,437733,Aaron Thorne (Earth-616),\/Aaron_Thorne_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,4,Jul-94,1994,0.0019953807,
marvel,2181,Aloba Dastoor (Earth-616),\/Aloba_Dastoor_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,4,Feb-94,1994,0.0019953807,
marvel,4330,Harvest (Maurd) (Earth-616),\/Harvest_(Maurd)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,straight,Deceased Characters,4,Jan-94,1994,0.0019953807,
marvel,34679,Pandara (Earth-616),\/Pandara_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,4,Jan-94,1994,0.0019953807,
marvel,16137,Prime Skrull (Earth-616),\/Prime_Skrull_(Earth-616),Public Identity,Good Characters,Green Eyes,Green Hair,Male Characters,straight,Living Characters,4,Jul-94,1994,0.0019953807,
marvel,284303,Slaughter Boy (Earth-616),\/Slaughter_Boy_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Deceased Characters,4,Jul-94,1994,0.0019953807,
marvel,543483,88 (Earth-616),\/88_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,3,Mar-94,1994,0.0014965355,
marvel,555399,Abysss (Earth-616),\/Abysss_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,3,Jan-94,1994,0.0014965355,
marvel,638441,Archer Bryce (Earth-616),\/Archer_Bryce_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,3,Jun-94,1994,0.0014965355,
marvel,19304,David Christopher Bank (Earth-616),\/David_Christopher_Bank_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,3,Dec-94,1994,0.0014965355,
marvel,169792,Kalum Lo (Earth-616),\/Kalum_Lo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,3,Jan-94,1994,0.0014965355,
marvel,406580,Karima (Earth-616),\/Karima_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,3,Dec-94,1994,0.0014965355,
marvel,530544,Latisha Arnold (Earth-616),\/Latisha_Arnold_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,3,Feb-94,1994,0.0014965355,
marvel,43608,Pelops (Earth-616),\/Pelops_(Earth-616),Secret Identity,Good Characters,Yellow Eyes,White Hair,Male Characters,straight,Deceased Characters,3,Mar-94,1994,0.0014965355,
marvel,247335,Schizo (Earth-616),\/Schizo_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Green Hair,Female Characters,straight,Living Characters,3,Mar-94,1994,0.0014965355,
marvel,28324,Shinar (Earth-616),\/Shinar_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Living Characters,3,Sep-94,1994,0.0014965355,
marvel,247325,Toxin (Underground Legion) (Earth-616),\/Toxin_(Underground_Legion)_(Earth-616),Secret Identity,Good Characters,Green Eyes,No Hair,Male Characters,straight,Living Characters,3,Jun-94,1994,0.0014965355,
marvel,24394,Vlad Dracula (Bloodstorm One) (Earth-616),\/Vlad_Dracula_(Bloodstorm_One)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,straight,Living Characters,3,Feb-94,1994,0.0014965355,
marvel,309454,Aftermath (Sleeper) (Earth-616),\/Aftermath_(Sleeper)_(Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,2,Jan-94,1994,0.0009976903,
marvel,244323,Armorer (Earth-616),\/Armorer_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,2,Mar-94,1994,0.0009976903,
marvel,639635,Drasil (Earth-616),\/Drasil_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Deceased Characters,2,Jul-94,1994,0.0009976903,
marvel,685238,Elsa Chandler (Earth-616),\/Elsa_Chandler_(Earth-616),Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,2,May-94,1994,0.0009976903,
marvel,639633,Jongalt (Earth-616),\/Jongalt_(Earth-616),Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,straight,Living Characters,2,Jul-94,1994,0.0009976903,
marvel,731946,Mephitisoid (Earth-616),\/Mephitisoid_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,White Hair,Male Characters,straight,Living Characters,2,Sep-94,1994,0.0009976903,
marvel,83526,Raze (Earth-616),\/Raze_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Living Characters,2,Feb-94,1994,0.0009976903,
marvel,639632,Rion (Earth-616),\/Rion_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blue Hair,Male Characters,straight,Deceased Characters,2,Jun-94,1994,0.0009976903,
marvel,535743,Stefan of Symkaria (Earth-616),\/Stefan_of_Symkaria_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,2,May-94,1994,0.0009976903,
marvel,34676,Stephen Loss (Earth-616),\/Stephen_Loss_(Earth-616),Public Identity,Good Characters,Black Eyes,Grey Hair,Male Characters,straight,Living Characters,2,Mar-94,1994,0.0009976903,
marvel,44750,Tupac Amaru (Earth-616),\/Tupac_Amaru_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,2,Jan-94,1994,0.0009976903,
marvel,20966,Tzadqiel (Earth-616),\/Tzadqiel_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,2,Oct-94,1994,0.0009976903,
marvel,591417,Vranx (Earth-616),\/Vranx_(Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,straight,Living Characters,2,Feb-94,1994,0.0009976903,
marvel,18631,Wildwind (Earth-616),\/Wildwind_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,2,Jun-94,1994,0.0009976903,
marvel,18684,Amelia Voelker (Earth-616),\/Amelia_Voelker_(Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,1,Feb-94,1994,0.0004988452,
marvel,121695,Ampere (Circle of Pavane) (Earth-616),\/Ampere_(Circle_of_Pavane)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,1,Aug-94,1994,0.0004988452,
marvel,706823,Carmenio (Earth-616),\/Carmenio_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,1,Feb-94,1994,0.0004988452,
marvel,346228,Charles Grey (Earth-616),\/Charles_Grey_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,1,Jan-94,1994,0.0004988452,
marvel,491889,Darg (Earth-616),\/Darg_(Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,straight,Living Characters,1,Feb-94,1994,0.0004988452,
marvel,640855,Daze (Fold) (Earth-616),\/Daze_(Fold)_(Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,straight,Living Characters,1,Jun-94,1994,0.0004988452,
marvel,505988,Deathcharge (Earth-616),\/Deathcharge_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,1,Jul-94,1994,0.0004988452,
marvel,171434,Elijah Jackson (Earth-616),\/Elijah_Jackson_(Earth-616),Public Identity,Good Characters,Black Eyes,White Hair,Male Characters,straight,Living Characters,1,Feb-94,1994,0.0004988452,
marvel,505741,Ernest Shackleton (Earth-616),\/Ernest_Shackleton_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,1,Jul-94,1994,0.0004988452,
marvel,469216,Hoarfen (Earth-616),\/Hoarfen_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,straight,Living Characters,1,Oct-94,1994,0.0004988452,
marvel,554865,Janet Sorenson (Earth-616),\/Janet_Sorenson_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,1,Feb-94,1994,0.0004988452,
marvel,106250,Lawrence McKenzie (Earth-616),\/Lawrence_McKenzie_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,1,Dec-94,1994,0.0004988452,
marvel,16668,Reeva Payge (Earth-616),\/Reeva_Payge_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,1,Oct-94,1994,0.0004988452,
marvel,469217,Siingard (Earth-616),\/Siingard_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,White Hair,Male Characters,straight,Living Characters,1,Oct-94,1994,0.0004988452,
marvel,707011,Soul Slug (Earth-616),\/Soul_Slug_(Earth-616),Secret Identity,Bad Characters,Black Eyes,No Hair,Agender Characters,straight,Living Characters,1,Mar-94,1994,0.0004988452,
marvel,550177,Terrigene (Earth-616),\/Terrigene_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,1,Jul-94,1994,0.0004988452,
marvel,30348,Truthsayer (Earth-616),\/Truthsayer_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,1,Jan-94,1994,0.0004988452,
marvel,84871,Turmoil (Avatars) (Earth-616),\/Turmoil_(Avatars)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,No Hair,Male Characters,straight,Living Characters,1,Dec-94,1994,0.0004988452,
marvel,79470,Wanda (Children of Pavane) (Earth-616),\/Wanda_(Children_of_Pavane)_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,1,Aug-94,1994,0.0004988452,
marvel,2003,Peter Wisdom (Earth-616),\/Peter_Wisdom_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,140,Feb-95,1995,0.0698383243,
marvel,4149,Phillip Urich (Earth-616),\/Phillip_Urich_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,straight,Living Characters,98,Jun-95,1995,0.048886827,
marvel,1897,Max Eisenhardt (Joseph) (Earth-616),\/Max_Eisenhardt_(Joseph)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,52,Dec-95,1995,0.025939949,
marvel,2493,Seward Trainer (Earth-616),\/Seward_Trainer_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,52,Jan-95,1995,0.025939949,
marvel,3933,Christopher Bradley (Earth-616),\/Christopher_Bradley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,44,Oct-95,1995,0.0219491876,
marvel,63579,James Santini (Earth-616),\/James_Santini_(Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,straight,Living Characters,40,Oct-95,1995,0.0199538069,
marvel,1899,Janice Yanizeski (Earth-616),\/Janice_Yanizeski_(Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Blond Hair,Female Characters,straight,Living Characters,40,Dec-95,1995,0.0199538069,
marvel,6562,Peter Parker (Spidercide) (Earth-616),\/Peter_Parker_(Spidercide)_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,straight,Deceased Characters,35,Mar-95,1995,0.0174595811,
marvel,2619,Angelina Brancale (Earth-616),\/Angelina_Brancale_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,31,Jan-95,1995,0.0154642004,
marvel,25097,Gregory Herd (Earth-616),\/Gregory_Herd_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,22,Nov-95,1995,0.0109745938,
marvel,5511,Rina Patel (Earth-616),\/Rina_Patel_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,21,May-95,1995,0.0104757486,
marvel,6641,Giuletta Nefaria (Masque) (Earth-616),\/Giuletta_Nefaria_(Masque)_(Earth-616),Secret Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,straight,Deceased Characters,17,Sep-95,1995,0.0084803679,
marvel,13055,Xenith (Earth-616),\/Xenith_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Female Characters,straight,Living Characters,16,Dec-95,1995,0.0079815228,
marvel,167996,Heidi Sladkin (Earth-616),\/Heidi_Sladkin_(Earth-616),Secret Identity,Good Characters,Red Eyes,No Hair,Female Characters,Homosexual Characters,Living Characters,15,Sep-95,1995,0.0074826776,
marvel,131191,Simon Trask (Earth-616),\/Simon_Trask_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,15,Nov-95,1995,0.0074826776,
marvel,5939,Rafael Carago (Earth-616),\/Rafael_Carago_(Earth-616),Secret Identity,Good Characters,White Eyes,Black Hair,Male Characters,straight,Living Characters,14,Aug-95,1995,0.0069838324,
marvel,2404,Vessel (Earth-616),\/Vessel_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,straight,Deceased Characters,14,Aug-95,1995,0.0069838324,
marvel,16389,Dirtnap (Earth-616),\/Dirtnap_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,straight,Living Characters,13,Nov-95,1995,0.0064849873,
marvel,184026,Kimberly Dee (Earth-616),\/Kimberly_Dee_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,13,Sep-95,1995,0.0064849873,
marvel,184030,Moonstomp (Earth-616),\/Moonstomp_(Earth-616),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,straight,Living Characters,13,Sep-95,1995,0.0064849873,
marvel,184028,Rob Fortune (Earth-616),\/Rob_Fortune_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,12,Sep-95,1995,0.0059861421,
marvel,18534,Ann Herd (Earth-616),\/Ann_Herd_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,10,Nov-95,1995,0.0049884517,
marvel,393792,Eelak (Earth-616),\/Eelak_(Earth-616),No Dual Identity,Good Characters,Yellow Eyes,Black Hair,Male Characters,straight,Living Characters,9,Mar-95,1995,0.0044896066,
marvel,352795,Arkadine Arcadius (Earth-616),\/Arkadine_Arcadius_(Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,White Hair,Male Characters,straight,Living Characters,8,Mar-95,1995,0.0039907614,
marvel,400234,Paula Harris (Earth-616),\/Paula_Harris_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,8,Feb-95,1995,0.0039907614,
marvel,476433,Peter Parker (Jack) (Earth-616),\/Peter_Parker_(Jack)_(Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Bald,Male Characters,straight,Deceased Characters,8,Mar-95,1995,0.0039907614,
marvel,250703,River Verys (Earth-616),\/River_Verys_(Earth-616),Public Identity,Bad Characters,White Eyes,Grey Hair,Male Characters,straight,Deceased Characters,8,Dec-95,1995,0.0039907614,
marvel,9855,Sergio Torres (Earth-616),\/Sergio_Torres_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,8,Dec-95,1995,0.0039907614,
marvel,16456,Gris Gris (Earth-616),\/Gris_Gris_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,7,Jan-95,1995,0.0034919162,
marvel,313430,Marcus Fifolet (Earth-616),\/Marcus_Fifolet_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,7,Jan-95,1995,0.0034919162,
marvel,402288,Ella (Earth-616),\/Ella_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,6,Sep-95,1995,0.002993071,
marvel,4318,Gayle Edgerton (Earth-616),\/Gayle_Edgerton_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,6,Jul-95,1995,0.002993071,
marvel,466867,Orestez Natchios (Earth-616),\/Orestez_Natchios_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,6,May-95,1995,0.002993071,
marvel,558188,Sapphiras (Earth-616),\/Sapphiras_(Earth-616),Public Identity,Neutral Characters,Yellow Eyes,No Hair,Female Characters,straight,Living Characters,6,Jun-95,1995,0.002993071,
marvel,79793,Alexander Patel (Earth-616),\/Alexander_Patel_(Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,5,Jan-95,1995,0.0024942259,
marvel,1527,Ever (Earth-616),\/Ever_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,straight,Living Characters,5,Oct-95,1995,0.0024942259,
marvel,16904,Rex (Earth-616),\/Rex_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,Aug-95,1995,0.0024942259,
marvel,39771,Tuc (Space Phantom) (Earth-616),\/Tuc_(Space_Phantom)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Blond Hair,Male Characters,straight,Living Characters,5,Sep-95,1995,0.0024942259,
marvel,79792,Barbara DeGioia (Earth-616),\/Barbara_DeGioia_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,4,Jan-95,1995,0.0019953807,
marvel,85594,Cindy Knutz (Earth-616),\/Cindy_Knutz_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,straight,Living Characters,4,Aug-95,1995,0.0019953807,
marvel,79794,Denise Havens (Earth-616),\/Denise_Havens_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,4,Jan-95,1995,0.0019953807,
marvel,79791,Edward Wong (Earth-616),\/Edward_Wong_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,4,Jan-95,1995,0.0019953807,
