ComicType,Characters,Dim1,Dim2,x1,y1
marvel,Bernard Hoyster (Earth-616),1.2357408928,0.4378654501,,
marvel,Outcast (Lilin) (Earth-616),0.2672322969,0.1476369207,,
marvel,Tamika Bowden (Earth-616),0.1642198548,0.9451251408,,
marvel,Bartholomew Gallows (Earth-616),0.2419893294,0.2541171167,,
marvel,Billy Kitson (Earth-616),0.3017891771,0.1659488343,,
marvel,John Carik (Earth-616),0.2703509256,0.2301270341,,
marvel,Gris Gris (Earth-616),0.2508911341,0.2725695471,,
marvel,Marcus Fifolet (Earth-616),0.2314370373,0.3061717108,,
marvel,Choocho Colon (Earth-616),0.2689382064,0.2119304588,,
marvel,Feuer (Earth-616),0.2358028629,0.284408051,,
marvel,Dinu (Earth-616),0.2103395507,0.3377629561,,
marvel,Mac Garrity (Earth-616),1.2596642378,0.2941388114,,
marvel,Olivier (Earth-616),1.2724958394,0.2737756793,,
marvel,Richard Dennison (Earth-616),0.2909019277,0.1315249349,,
marvel,Bridget Malone (Earth-616),0.190386129,0.8929771278,,
marvel,Christopher Aaronson (Earth-616),0.3027812703,0.1661055649,,
marvel,Elejea (Earth-616),0.1064391943,0.9609487687,,
marvel,Mosha (Earth-616),0.1640692166,0.9453716779,,
marvel,Zoe Ishihara (Earth-616),0.1403011791,1.0040258652,,
marvel,Balin (Earth-616),0.2426429037,0.2758740564,,
marvel,Domina (Earth-616),1.1580424475,1.0004839812,,
marvel,Val (Earth-616),0.241012382,0.2731989723,,
marvel,Coach (Earth-616),1.2666554456,0.2701843782,,
marvel,Leyu Yoshida (Earth-616),1.1434396272,1.1144349204,,
marvel,Maria Cortez (Earth-616),0.154575107,0.9618234662,,
marvel,Nightingale (Earth-616),1.1363119163,1.0524845591,,
marvel,Alice Tremaine (Earth-616),0.1420323949,0.9736532605,,
marvel,Michael Hart (Earth-616),0.2526412523,0.2795204115,,
marvel,Brian Rinehart (Earth-616),1.2425716442,0.4082842549,,
marvel,Christian Frost (Earth-616),0.2396657457,0.291002929,,
marvel,Harald Jaekelsson (Earth-616),0.2948030494,0.176154327,,
marvel,Kiwi Black (Earth-616),0.2417998799,0.2351042176,,
marvel,Maximus Lobo (Earth-616),0.298985784,0.1639243516,,
marvel,Alexander Bont (Earth-616),0.2993321732,0.1673272585,,
marvel,Clay (Earth-616),1.2628715905,0.2602099712,,
marvel,Jennifer Leigh (Earth-616),0.0797009528,1.0927023553,,
marvel,Martin Leigh (Earth-616),0.1916880546,0.3670259154,,
marvel,Whiz Kid (Earth-616),1.1370954722,1.1245077758,,
marvel,Blindspot (Earth-616),0.1905044923,0.8945650207,,
marvel,Cornelius Worth (Earth-616),0.2402496077,0.2780531883,,
marvel,Deborah Kinney (Earth-616),0.1090831951,1.0375905897,,
marvel,Jeff Kaplan (Earth-616),0.2471363067,0.2594436082,,
marvel,Mallen (Earth-616),1.2834095144,0.3270800138,,
marvel,Ricky Calusky (Earth-616),0.2889485219,0.1886125341,,
marvel,Stem Cell (Earth-616),0.1532351137,0.9089014232,,
marvel,Brett Mahoney (Earth-616),0.2278823362,0.2969900136,,
marvel,Ladyfair (Earth-616),1.1415198646,1.1183801024,,
marvel,Michael van Patrick (Van) (Earth-616),1.2442755243,0.4061328512,,
marvel,Richard Palance (Earth-616),0.2843001514,0.1977600156,,
marvel,Geldoff (Earth-616),1.2515312526,0.3905788755,,
marvel,John Hashimoto (Earth-616),0.2662675891,0.2352419479,,
marvel,Leon Nunez (Earth-616),0.236694995,0.2991575703,,
marvel,Michael van Patrick (Clone) (Earth-616),0.2652955687,0.2355638331,,
marvel,Anton Satan (Earth-616),0.2860231109,0.1989783719,,
marvel,Burst (Earth-616),0.2841322328,0.193987009,,
marvel,Damon Ryder (Earth-616),1.2623439418,0.3411906217,,
marvel,Tre Owens (Earth-616),0.2641644982,0.2403055985,,
marvel,Brianna Robbins (Earth-616),0.1054065932,1.0452709827,,
marvel,Cannon Foot (Earth-616),1.2594638754,0.3650880679,,
marvel,Dara Ko Eke (Earth-616),0.1299128307,0.9863364374,,
marvel,Els Udonta (Earth-616),0.1289553506,0.9893646998,,
marvel,Galina Nemirovsky (Earth-616),0.1706691848,0.9220081982,,
marvel,Saw Fist (Earth-616),1.2603077855,0.3690114666,,
marvel,Shadowstalker (Earth-616),1.1399252089,1.0600585494,,
marvel,Adam (Earth-616),0.2674880417,0.2084608193,,
marvel,Jeremy Briggs (Earth-616),1.2491388465,0.3805822603,,
marvel,Marcus Roston (Earth-616),0.2644842119,0.2155133943,,
marvel,Nul (Earth-616),1.2303887587,0.3485485282,,
marvel,Radioactive Kid (Earth-616),0.254817448,0.1568358444,,
marvel,Seeker (Earth-616),0.2135897742,0.3388859196,,
marvel,Dancing Water (Earth-616),0.1406441501,0.8982355995,,
marvel,Helen Cobb (Earth-616),1.1070487379,1.1744741983,,
marvel,Omega Black (Earth-616),0.1537068227,0.9489291414,,
marvel,Charlie Cluster-7 (Weapon XIII) (Earth-616),0.2654674878,0.2276540247,,
marvel,Owen Backes (Earth-616),0.2138877581,0.3295463141,,
marvel,Sojobo-Tengu (Earth-616),0.2156051687,0.3365812097,,
marvel,The Origamist (Legion Personality) (Earth-616),0.2127045384,0.3411843699,,
marvel,The Philistine (Earth-616),0.2619045502,0.2315399864,,
dc,FerAlyce (New Earth),0.1200156325,0.9385167108,,
dc,Tanya Fox (New Earth),0.1339897608,0.9922169216,,
dc,Pyotr Raskov (New Earth),1.2275451489,0.4224791511,,
dc,Carl Woods (New Earth),0.2465720688,0.2655834489,,
dc,Choi (New Earth),0.2718069982,0.212642198,,
dc,Katina Leikos (New Earth),1.1442559204,1.1002316327,,
dc,Cleveden Forbes (New Earth),0.2480385695,0.263276134,,
dc,Joy Page (New Earth),0.1362443146,0.9909202661,,
dc,Voss (New Earth),0.2394504921,0.2249848548,,
dc,Maritza Nitumbe (New Earth),0.1355558982,0.9844664001,,
dc,Sylvia Sinclair (New Earth),1.1467520923,1.0985615164,,
dc,Princess Topaz (New Earth),0.0989833077,0.98482489,,
dc,Kamah (New Earth),1.1329110269,1.0487715789,,
dc,Kyesha Salton (New Earth),0.1327046928,0.9767200353,,
dc,Lennox (New Earth),1.256157043,0.3427862438,,
dc,Rachel Niamo (Prime Earth),0.1183903781,1.0255716723,,
dc,Ephyra (New Earth),0.1274626485,0.9311592427,,
dc,Beta Tos (New Earth),0.1213338674,0.9198347491,,
dc,Jeramey Chriqui (New Earth),0.2512678604,0.2529062189,,
dc,Naif al-Sheikh (New Earth),0.2587035429,0.2472524416,,
dc,Thomas Corbett (New Earth),0.26060162,0.2482573255,,
dc,Sweet Sixteen (New Earth),0.1666878827,0.9077779842,,
dc,Richard Benson (New Earth),0.2413793232,0.2250358899,,
dc,Iron Maiden (New Earth),0.1652137972,0.8980981757,,
dc,Jordan Wylie (New Earth),0.2792889534,0.19955302,,
dc,White Canary (New Earth),0.1742139284,0.9163945667,,
dc,Timothy Fox (New Earth),0.281054932,0.1979537045,,
dc,Daniel Crow-Brings-Darkness (New Earth),0.2589189711,0.2540190142,,
dc,Erich Donnerstein (New Earth),0.2831515011,0.1969327017,,
dc,Clancy Johnson (New Earth),1.2447771572,0.3933194029,,
dc,Benjamin Love (New Earth),1.2745572681,0.3543696064,,
dc,Jack Weston (New Earth),1.2406777662,0.4069059527,,
dc,Salvatore Guzzo (New Earth),1.2643763023,0.351150216,,
dc,Bellona (New Earth),0.1730559348,0.9253332117,,
dc,Jiro Osamu (New Earth),0.2657042478,0.2441422376,,
dc,Quiz (New Earth),0.1779127148,0.9104973388,,
dc,Ewald Olafsson (New Earth),1.2582682109,0.33854978,,
dc,Dale Colton (New Earth),0.2574132635,0.243153761,,
dc,Narcissus (New Earth),0.2412262992,0.2959284307,,
dc,Alessio Morandi (New Earth),0.2326257953,0.292701695,,
dc,Sebastien Mallory (New Earth),0.2838025245,0.1924126453,,
dc,Bloodsport III (New Earth),0.2904803297,0.1839220974,,
dc,Isabel Rochev (New Earth),0.1732752694,0.9192667742,,
dc,Vera Sweet (New Earth),0.1207839881,1.0163294343,,
dc,Bizarro-Girl (New Earth),0.1131233012,0.9846283541,,
dc,Mallory Kimball (New Earth),0.1419295027,0.9727097686,,
dc,F. Gaylord Clayburne III (New Earth),0.2592277072,0.244256453,,
dc,Azure (New Earth),0.1799477865,0.9113097576,,
dc,Avia (New Earth),1.1330820654,1.1331223932,,
dc,Haifisch (New Earth),1.2677524246,0.3498020319,,
dc,Dardanus (New Earth),1.2711870832,0.3570660306,,
dc,Sumaan Harjavti (New Earth),0.2868498954,0.1887723405,,
dc,Churljenkins (New Earth),0.1486096208,0.9682063716,,
dc,Barney Sands (New Earth),0.2612852161,0.2410087428,,
dc,Hi-Tech (New Earth),0.1748029633,0.8948922617,,
dc,Maxwell Williams (New Earth),0.2609582633,0.2375155484,,
dc,Amsel Reiniger (New Earth),0.2937736083,0.1809620726,,
dc,Scorcher III (New Earth),1.1657368033,1.0670436144,,
dc,Damien Darhk (New Earth),1.2711946391,0.3496195041,,
dc,Daniel William Ducannon (New Earth),0.2838622364,0.1616107109,,
dc,Vance Vanucci (New Earth),0.2882749715,0.1887770629,,
dc,Gerald Shilling (New Earth),0.2925643371,0.1752873948,,
dc,Amnee Pree (New Earth),0.1333330918,0.8998438251,,
dc,Matoo Pree (New Earth),0.2453201936,0.1741673852,,
dc,Jonathan Mayhew (New Earth),1.2722491065,0.3478937442,,
dc,Sonja (New Earth),0.1813722322,0.8970351077,,
dc,Ratsputin (New Earth),0.2828069345,0.1336614568,,
dc,Ranger (New Earth),1.2455223784,0.3727425187,,
dc,Rosa Rubikskova (New Earth),0.1492005991,0.9548208236,,
dc,Diego Irigoyen (New Earth),0.2708451525,0.2302530368,,
dc,Terri Eckhart (New Earth),0.1511452169,0.9333040068,,
dc,Kwaku Anansi (New Earth),0.2749213412,0.1312350691,,
dc,Jonathan Mann (New Earth),1.2560410215,0.3874483422,,
dc,Robert DuBois (New Earth),1.2822030061,0.3342465882,,
dc,John LaMonica (New Earth),1.2823954609,0.3339511471,,
dc,Marvin Noronsa (New Earth),1.2824467232,0.3338648087,,
dc,Thomas Ludlow Dalt (New Earth),0.2498319625,0.2822666709,,
dc,Misty Kilgore (New Earth),0.1631104705,0.9549044437,,
dc,Angora Lapin (New Earth),0.1685926352,0.8445437487,,
dc,Damien Kane (New Earth),0.2470040955,0.2734871518,,
dc,James Corrigan (Earth-One),0.2702956167,0.2359174438,,
dc,Richard Wilson (New Earth),0.2429056064,0.2831121789,,
dc,Albert Davis (New Earth),0.2952456544,0.1777398645,,
dc,Adara (New Earth),1.1714056603,1.0532877579,,
dc,Lyla (New Earth),0.1522839499,0.9444255419,,
dc,Loria (New Earth),1.1470147588,1.1016646181,,
dc,Jarrod Jupiter (New Earth),0.3007719353,0.1663566828,,
dc,Little Barda (New Earth),0.1585283541,0.9560247618,,
dc,Griffin Grey (New Earth),1.2777701778,0.3339317738,,
dc,Jonathan Kellor (New Earth),0.2952167887,0.1742788084,,
dc,Farmer Boy (New Earth),0.2712074345,0.2287420934,,
dc,Ryuku Orsono (New Earth),1.2624363256,0.3865295197,,
dc,Virtuoso (New Earth),0.1915452075,0.8968752772,,
dc,Jeanne Walker (New Earth),0.1594682479,0.9540201163,,
dc,Gerard Shugel (New Earth),0.2573252301,0.1607035559,,
marvel,Lagaro (Earth-616),1.2443940965,0.4018321118,,
marvel,Spencer Keen (Earth-616),0.2741937592,0.2266323922,,
marvel,Tuk (Earth-616),0.2617249629,0.2209415704,,
marvel,Isidoro Scarlotti (Earth-616),0.2981608094,0.1611434202,,
marvel,Elektro (Earth-616),0.2316741291,0.2344535698,,
marvel,Maria Trovaya (Earth-616),1.1247119225,1.1659457952,,
marvel,Sandu (Earth-616),0.3010470245,0.1750904932,,
marvel,Donald Birch (Earth-616),1.2864043526,0.3292779688,,
marvel,Ossilot (Earth-616),1.2419449672,0.4137432769,,
marvel,Pavel Plotnick (Earth-616),0.2514852174,0.281321799,,
marvel,Ixar (Earth-616),0.2907095683,0.1507119058,,
marvel,Nebulos (Earth-616),0.2741651726,0.1243065208,,
marvel,Randac (Earth-616),0.2257267481,0.3053239257,,
marvel,Lippy Louie (Earth-616),0.2758517112,0.1833096003,,
marvel,Napoleon Robberson (Earth-616),0.2758517112,0.1833096003,,
marvel,Paxton Page (Earth-616),1.2756361751,0.3118488634,,
marvel,Mowfus (Earth-616),0.206282546,0.2516761,,
marvel,Dontrell Hamilton (Earth-616),0.3006247462,0.1677834967,,
marvel,Thelius (Earth-616),1.2549690707,0.3797242963,,
marvel,Argyle Fist (Earth-616),0.2381204502,0.2716163343,,
marvel,Hector Ruiz (Earth-616),0.3014594715,0.1664613218,,
marvel,Meredith Quill (Earth-616),1.0980706693,1.1802612715,,
marvel,Snaykar (Earth-616),0.2680832951,0.2160033804,,
marvel,Amos Jardine (Earth-616),0.2350881031,0.2679024107,,
marvel,Frederick Kiber (Earth-616),1.2869378015,0.3284488682,,
marvel,Zacharaiah Seavey (Earth-616),0.2658744695,0.1472527841,,
marvel,Alexander van Tilburg (Earth-616),1.1765197488,0.5177649994,,
marvel,Doctor Scarabeus (Earth-616),0.3018626556,0.167550129,,
marvel,Archie Stryker (Earth-616),1.255707411,0.3923417977,,
marvel,Tezcatlipoca (Earth-616),0.2445606644,0.2817188153,,
marvel,Thomas Wilkins (Earth-616),0.2982946555,0.1609634331,,
marvel,Ultima Wordman (Earth-616),0.1787972932,0.9104661813,,
marvel,Nicholas Brown (Earth-616),1.2033645764,0.4728948112,,
marvel,Zaniac (Earth-616),0.2839980354,0.1853801196,,
marvel,Lucius Aquilla (Earth-616),0.2513675671,0.2798023082,,
marvel,Roberta Rhodes (Earth-616),0.131943995,0.9666070698,,
marvel,Saturnine (Earth-616),0.2522791415,0.1590585459,,
marvel,Alexander Flynn (Earth-616),0.2989398137,0.1652072292,,
marvel,Ernest Popchik (Earth-616),0.2532373123,0.2607791431,,
marvel,Predator (Earth-616),0.25966933,0.1720884076,,
marvel,Shagreen (Earth-5311),0.281477987,0.1295992021,,
marvel,Donald McGill (Earth-616),0.2931971593,0.1722112442,,
marvel,James Madrox (Mutate Duplicate) (Earth-616),1.220650608,0.431577145,,
marvel,Thomas Samuels (Earth-616),0.2455045297,0.2206722056,,
marvel,Muramasa (Earth-616),0.2807055419,0.198520639,,
marvel,Burt Corrigan (Earth-616),0.2548272925,0.252492783,,
marvel,Conscience (Earth-616),1.269013759,0.271504974,,
marvel,Asylum (Psionex) (Earth-616),0.1914542277,0.8970022009,,
marvel,Bob Jones IV (Earth-616),0.2996784429,0.1715789162,,
marvel,Elizabeth Rawson (Earth-616),0.1893175335,0.8924009363,,
marvel,Spore (Earth-616),0.2728228626,0.144233078,,
marvel,Bodb Derg (Earth-616),0.2982300276,0.1795958453,,
marvel,Cynthia Glass (Earth-616),1.1232600644,1.1590719786,,
marvel,James Zafar (Earth-616),0.2507507349,0.2727990716,,
marvel,Jeremy Swimming-Bear (Earth-616),0.2962892346,0.1737925651,,
marvel,Aldo Ferro (Earth-616),1.2873955995,0.3357319169,,
marvel,Gorn (Demon) (Earth-616),0.2879829497,0.144153531,,
marvel,Jacob Weisenthal (Earth-616),1.2526746426,0.3878649955,,
marvel,Michael Suggs (Earth-616),0.3008038182,0.1622591195,,
marvel,Ranulph Haldane (Earth-616),0.288176253,0.1866699689,,
marvel,Rubanna Quormo (Earth-616),0.1493841621,0.8919943581,,
marvel,Troh-Maw (Earth-616),1.2676124142,0.2657417333,,
marvel,Alec Dalton (Earth-616),0.2742945822,0.2224952521,,
marvel,Brell (Earth-616),0.2494299431,0.1940673572,,
marvel,Geometer (Earth-616),0.2953569173,0.1523857065,,
marvel,Insidio (Earth-616),0.2797820459,0.1329954238,,
marvel,James Owl (Earth-616),0.2706073404,0.2283467268,,
marvel,Oscuram (Earth-616),0.2848122972,0.1164097787,,
marvel,Richard Bloom (Earth-616),0.2401304339,0.2324901406,,
marvel,Samantha Powell (Earth-616),0.0907719674,1.0372180507,,
marvel,Albert Destine (Earth-616),0.26442332,0.2053664384,,
marvel,Aranda Charboneau (Earth-616),0.1882792008,0.8963274389,,
marvel,Beatrice McBride (Earth-616),0.1018949198,1.0094672181,,
marvel,Grimm (Earth-616),1.2407761334,0.407099975,,
marvel,Lord Moses (Earth-616),0.2849722103,0.1873856104,,
marvel,Ella (Earth-616),0.1139794628,1.0400855113,,
marvel,Gayle Edgerton (Earth-616),0.1410948812,1.0027730161,,
marvel,Orestez Natchios (Earth-616),1.2503894499,0.3838520109,,
marvel,Sapphiras (Earth-616),0.0799756,0.9992162374,,
marvel,Carlie Colon (Earth-616),0.1259641196,0.998806935,,
marvel,Master Man (Heroes Reborn) (Earth-616),0.2776985812,0.2055762468,,
marvel,Trevor Chase (Earth-616),0.2639079217,0.2175471481,,
marvel,Ultron (Heroes Reborn) (Earth-616),0.2603315033,0.1631726136,,
marvel,Chtylok (Earth-616),0.2402266614,0.23234242,,
marvel,Myra Haddock (Earth-616),0.1363708659,1.006322178,,
marvel,Roddy McLeish (Earth-616),0.284793487,0.1592467191,,
marvel,Arcadia DeVille (Earth-616),0.1626895024,0.9423102798,,
marvel,Barone (Earth-616),0.2749634889,0.2112660506,,
marvel,Jake Olson (Earth-616),1.2738828146,0.3479567645,,
marvel,Lily Cromwell (Earth-616),0.1898503249,0.8938391284,,
marvel,Okoye (Earth-616),0.1573388462,0.9560641561,,
marvel,Javier Caldrone (Earth-616),0.2097436557,0.3369941713,,
marvel,Scab (Starkey) (Earth-616),1.2166628055,0.4009987572,,
marvel,Stanley Hardy (Earth-616),0.2003186211,0.3338552618,,
marvel,Anarra (Earth-616),0.1309888589,0.9872313341,,
marvel,Goroth (Earth-616),0.2306100134,0.2829473035,,
marvel,Jagrfelm (Earth-616),0.2126763339,0.2476645355,,
marvel,Kelly Kooliq (Earth-616),0.1572981396,0.9370728641,,
marvel,Mondo (Earth-616),0.3022826522,0.1651849001,,
marvel,Tristan (Earth-616),0.2418419041,0.2731149303,,
marvel,Tullamore Voge (Earth-616),0.2649708302,0.1503563101,,
marvel,Vanium (Earth-616),0.2419855878,0.2751606422,,
marvel,Elizabeth Hudson (Earth-616),1.1045005114,1.1677482665,,
marvel,Hector Rendoza (Earth-616),0.275776525,0.2189327916,,
marvel,Malon Estella Reeves (Earth-616),1.1719702985,1.051893703,,
marvel,Nagala (Earth-616),0.1682233084,0.8642959663,,
marvel,Paul Provenzano (Earth-616),1.2496297082,0.3970786481,,
marvel,Angel Dust (Christina) (Earth-616),0.1509348051,0.8903530765,,
marvel,Apache Kid (Rosa) (Earth-616),0.1644162516,0.9448376433,,
marvel,Arnold Lundberg (Earth-616),1.2298662759,0.4445529801,,
marvel,Higashi (Earth-616),0.2504737399,0.2482406526,,
marvel,Saguri (Earth-616),1.1193694728,1.1080546456,,
marvel,Shatter (Earth-616),0.2330105481,0.2092999532,,
marvel,Thomas More (Earth-616),0.2349131693,0.291649366,,
marvel,Claire Hudson (Earth-616),0.0971049636,1.0431645508,,
marvel,Greg (Sentinel) (Earth-616),0.197937825,0.3571170431,,
marvel,Jillian (Earth-616),0.1750459708,0.8356487125,,
marvel,Josh Arndt (Earth-616),0.2035469903,0.3468329676,,
marvel,Ophis (Earth-616),1.2839563508,0.3262214224,,
marvel,Topher (Earth-616),1.2841038405,0.3259873634,,
marvel,Yidrazil (Earth-616),1.2798915628,0.3059663078,,
marvel,Angelo Fortunato (Earth-616),1.2844960968,0.3253673655,,
marvel,Christine McDermott (Earth-616),0.0865360548,1.0752218396,,
marvel,Jessica Vale (Earth-616),0.1641693859,0.945231901,,
marvel,Julia Cabot (Earth-616),1.1402395264,1.1151585056,,
marvel,Justin Pierce (Earth-616),0.2546907862,0.2567713419,,
marvel,Kestrel (Earth-616),0.1394049561,0.973009844,,
marvel,Kika (Earth-616),0.1156002424,0.9941011349,,
marvel,Rachel Leighton (LMD) (Earth-616),1.1706030669,1.0495707214,,
marvel,Skornn (Earth-616),0.296670919,0.1623494865,,
marvel,Troy Killkelly (Earth-616),1.1826642012,0.5119265124,,
marvel,Cornfed (Earth-616),0.2652272069,0.1832287676,,
marvel,Ellis Kincaid (Earth-616),0.2204239832,0.3028476346,,
marvel,Gothic Lolita (Earth-616),0.1537549227,0.909856465,,
marvel,Hollowpoint Ninja (Earth-616),0.2642098292,0.1813489017,,
marvel,Hoss (Demon) (Earth-616),0.3020683404,0.1752482323,,
marvel,Marianella Mancha (Earth-616),1.0887281383,1.2142194689,,
marvel,Mariano Lopez (Earth-616),1.2653000389,0.3642440747,,
marvel,Reginald Mantz (Earth-616),0.2974656659,0.1663509048,,
marvel,Winston Hobbes (Earth-616),0.2851345404,0.1245162368,,
marvel,Eradica (Earth-616),1.1607182369,1.0503491513,,
marvel,Neil Crawford (Earth-616),0.2619867907,0.2349996766,,
marvel,Petra (Earth-616),1.1476470738,1.1068999747,,
marvel,Suzanne Chan (Earth-616),1.148063565,1.1080072715,,
marvel,Absynthe (Earth-616),0.1858941994,0.889861458,,
marvel,Ernst Erskine (Earth-616),0.2057275287,0.2994380781,,
marvel,Hate-Monger (National Force) (Earth-616),1.2649471469,0.3633818889,,
marvel,Jamal Peoples (Earth-616),0.293622453,0.1576888661,,
marvel,Nicole (Robot) (Earth-616),1.1683484508,1.0616908611,,
marvel,Red Ronin (UJ1-DX) (Earth-616),0.152388577,0.9393429003,,
marvel,Steven Rogers (Onslaught Reborn) (Earth-616),0.2278725938,0.2975647637,,
marvel,Tatiana Arocha (Earth-616),1.1123703121,1.16375961,,
marvel,Trenton Craft (Earth-616),0.268954422,0.2292190372,,
marvel,Tristan (Street Arabs) (Earth-616),0.2350852895,0.290504089,,
marvel,Bendigeidfran (Earth-616),0.2870781307,0.1831699436,,
marvel,Clinton Barton (Skrull) (Earth-616),1.2614466624,0.3434333107,,
marvel,Emma Frost (Skrull) (Earth-616),1.1536396553,1.076495824,,
marvel,Ethan Warren (Earth-616),1.265543756,0.3638622952,,
marvel,Jean Grey (Skrull) (Earth-616),1.1469468934,1.0642980926,,
marvel,Lillie McGurty (Earth-616),0.1538040636,0.9431687731,,
marvel,Luke Cage (Skrull) (Earth-616),1.2614958256,0.343355291,,
marvel,Michael van Patrick (KIA) (Earth-616),0.2727351734,0.1389357777,,
marvel,Mister Eleven (Earth-616),0.1904298067,0.2753090269,,
marvel,Peter Parker (Skrull) (Earth-616),0.288514833,0.1632637147,,
marvel,Simon Williams (Skrull) (Earth-616),0.2774039442,0.1808961586,,
marvel,Thor Odinson (Skrull) (Earth-616),1.2656267571,0.3508193841,,
marvel,Vision (Skrull) (Earth-616),1.2614466624,0.3434333107,,
marvel,Yuen Yee (Earth-616),0.2334300429,0.2855829933,,
marvel,Ban-Luck (Earth-616),0.1495393215,0.9764461895,,
marvel,Death Reaper (Earth-616),0.1726417547,0.9188870366,,
marvel,Marci Sabol (Earth-616),1.0932266223,1.2062084615,,
marvel,Master Po (Earth-616),0.2264158612,0.2488245769,,
marvel,Zzxz (Earth-616),0.1087014595,1.1175529037,,
marvel,Anti-Priest (Earth-616),0.2661261228,0.2314031473,,
marvel,Broken Blade (Earth-616),0.1084275687,0.9947396328,,
marvel,Cecilia (S.W.O.R.D.) (Earth-616),0.1205987332,1.0082301309,,
marvel,Dennis Sykes (Earth-616),1.2291160123,0.4252738486,,
marvel,Loca (Inferno Baby) (Earth-616),1.1474899004,1.0960180251,,
marvel,Teela Coldassian (Earth-616),0.1119544975,0.9384695696,,
marvel,Uthana Thoth (Earth-616),0.2339212637,0.160074987,,
marvel,Warhead (Earth-616),1.2604814115,0.3519564014,,
marvel,William Grant Nelson (Earth-616),0.218517224,0.2984287621,,
marvel,Brady Briedel (Earth-616),0.2658987001,0.1991569191,,
marvel,Evolutionary (Earth-616),0.2537451665,0.2369613716,,
marvel,Orksa (Earth-616),0.0829389212,1.0016345058,,
marvel,Rhea (Warhawk) (Earth-616),0.1014866619,1.056766073,,
marvel,Sun Wukong (Earth-616),0.2488521895,0.2726117872,,
marvel,Ultimate Nullifier (Teen Brigade) (Earth-616),0.2301965678,0.258811462,,
marvel,Uravo (Earth-616),0.094716923,0.9767335504,,
marvel,Borya Cich (Earth-616),1.2390528549,0.4067420805,,
marvel,Gabriel Shepherd (Earth-616),0.2392911152,0.276848338,,
marvel,Mzee (Earth-616),0.2476700468,0.1602005291,,
marvel,Omega White (Earth-616),0.2492167823,0.1657380296,,
marvel,Remlik (Earth-616),0.2538944326,0.2424811018,,
marvel,Tsar Sultan (Earth-616),0.2654184768,0.2264309809,,
marvel,Kazimierz Kazimierczak (Earth-616),0.2576315894,0.2374415444,,
dc,Takahata (New Earth),0.2462644953,0.2661014794,,
dc,Maxine Sterenbuch (New Earth),0.1316984911,0.9825958237,,
dc,Solomon Buchman (New Earth),0.246617034,0.2655220667,,
dc,Henry Cobb Armbruster (New Earth),0.2718069982,0.212642198,,
dc,Xanthi (New Earth),1.2030007878,0.4569407462,,
dc,Georgia Redmond (New Earth),0.136985569,0.9874702003,,
dc,Angelica Wallis (New Earth),0.1370347322,0.9873921806,,
dc,Lord Ruby (New Earth),0.2296592265,0.2036846175,,
dc,Leona Pierce (New Earth),0.1361511044,0.9835093672,,
dc,Lark (New Earth),0.1686116805,0.9199974816,,
dc,Akila (New Earth),0.1377629957,0.9809763121,,
dc,Marque (New Earth),0.1664691122,0.9357836872,,
dc,Zachary Gate (New Earth),0.283099941,0.1979131364,,
dc,Kem-L (New Earth),0.2527818165,0.2597808338,,
dc,Dagon-Ra (New Earth),1.2515830618,0.3491562948,,
dc,Brainiac 4 (Post-Zero Hour),0.1695530214,0.9140158946,,
dc,Jesse (New Earth),0.2686581971,0.1657614456,,
dc,Seraph (New Earth),0.1406707118,0.9816270443,,
dc,Epiphany (New Earth),0.1408635587,0.9835947365,,
dc,Tana Moon II (New Earth),0.1406707118,0.9816270443,,
dc,Vijay Singh (New Earth),0.256922383,0.2448238946,,
dc,Rani Singh (New Earth),0.256922383,0.2448238946,,
dc,Agua Sin Gaaz (New Earth),1.2677908347,0.3571354652,,
dc,Oshi Sin Gaaz (New Earth),0.146472724,0.973310661,,
dc,Skizm (New Earth),0.2839447694,0.1942862344,,
dc,Tataka (New Earth),0.1636519755,0.8812531897,,
dc,John Watson (New Earth),0.2514946486,0.2512807635,,
dc,Madeline Benoir (New Earth),0.1143691155,1.0046242313,,
dc,Deb Kafka (New Earth),0.1409146897,0.9759622568,,
dc,Wolf Krieger (New Earth),0.2780048209,0.2002808428,,
dc,Nowhere Man (New Earth),0.2600003774,0.2439563067,,
dc,Ali-Ka Zoom (New Earth),0.263003419,0.248420841,,
dc,Jennifer Stuart (New Earth),0.1441564453,0.9783715784,,
dc,Randall Truman (New Earth),0.2300656086,0.3035085861,,
dc,Mateo Flores (New Earth),0.2820256024,0.1964432237,,
dc,Slizzath (New Earth),1.2541658385,0.3154335857,,
dc,Bonnie Robinson (New Earth),0.1455874264,0.9760882113,,
dc,Nuliajuk (New Earth),0.1649424276,0.8632011636,,
dc,Lisa Yurigama (New Earth),0.1769210543,0.9120910071,,
dc,Orithia (New Earth),0.145067479,0.9666699614,,
dc,Millicent Mayne (New Earth),0.1456924068,0.9724471682,,
dc,Donna Anderson (New Earth),1.1027559107,1.1787083209,,
dc,Syonide I (New Earth),0.2900006342,0.1869196742,,
dc,Mister Whisper (New Earth),1.2748458028,0.3499690814,,
dc,Bamboo Monkey (New Earth),0.290533691,0.1838274402,,
dc,Peter Hayes (New Earth),0.2831931864,0.1893376564,,
dc,Mateo Burland (New Earth),0.2904436077,0.1867148129,,
dc,Chief Justice (New Earth),0.2913354839,0.186606988,,
dc,Moira Queen (New Earth),1.1301278356,1.1258039715,,
